PE-03(07),Physical Access Control | Physical Barriers,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,572,,3,,,,,,
PE-03(08),Physical Access Control | Access Control Vestibules,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,573,,3,,,,,,
PE-04,Access Control for Transmission,1,,,,1,1,,1,1,,,1,1,1,1,,,1,1,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,14, 6.1 ,574,,2,,,,,,
PE-05,Access Control for Output Devices,1,,,,1,1,,1,1,,,,1,1,1,1,,1,1,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,14, 6.1 ,575,,2,,,,,,
PE-05(01),[WITHDRAWN]: Fire Protection | Automatic Fire Suppression,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,576,,3,,,,,,
PE-05(02),Access Control for Output Devices | Link to Individual Identity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,577,,3,,,,,,
PE-05(03),[WITHDRAWN]: Location of System Components | Facility Site,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,578,,3,,,,,,
PE-06,Monitoring Physical Access,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,1,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,16, 7.0 ,579,,0,,,,,,
PE-06(01),Monitoring Physical Access | Intrusion Alarms and Surveillance Equipment,1,,,,1,1,,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,580,,2,,,,,,
PE-06(02),Monitoring Physical Access | Automated Intrusion Recognition and Responses,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,581,,3,,,,,,
PE-06(03),Monitoring Physical Access | Video Surveillance,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,582,,3,,,,,,
PE-06(04),Monitoring Physical Access | Monitoring Physical Access to Systems,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,583,,2,,,,,,
PE-07,[WITHDRAWN]: Physical Access Control | Facility Penetration Testing,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,584,,3,,,,,,
PE-08,Visitor Access Records,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,14, 6.1 ,585,,0,,,,,,
PE-08(01),Visitor Access Records | Automated Records Maintenance and Review,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,586,,2,,,,,,
PE-08(02),[WITHDRAWN]: Access Control for Output Devices | Access to Output by Authorized Individuals,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,587,,3,,,,,,
PE-08(03),Visitor Access Records | Limit Personally Identifiable Information Elements,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,2, 0.9 ,588,,3,,,,,,
PE-09,Power Equipment and Cabling,1,,,,1,1,,1,1,,,,,,,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,589,,2,,,,,,
PE-09(01),Power Equipment and Cabling | Redundant Cabling,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,590,,3,,,,,,
PE-09(02),Power Equipment and Cabling | Automatic Voltage Controls,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,591,,3,,,,,,
PE-10,Emergency Shutoff,1,,,,1,1,,1,1,,,,,,,,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,592,,2,,,,,,
PE-10(01),[WITHDRAWN]: Access Control for Output Devices | Marking Output Devices,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,593,,3,,,,,,
PE-11,Emergency Power,1,,,,1,1,,1,1,,,,,,,,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,594,,2,,,,,,
PE-11(01),Emergency Power | Alternate Power Supply — Minimal Operational Capability,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,595,,2,,,,,,
PE-11(02),Emergency Power | Alternate Power Supply — Self-contained,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,596,,3,,,,,,
PE-12,Emergency Lighting,1,,,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,12, 5.2 ,597,,0,,,,,,
PE-12(01),Emergency Lighting | Essential Mission and Business Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,598,,3,,,,,,
PE-13,Fire Protection,1,,,1,1,1,1,1,1,1,,,,,,1,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,13, 5.7 ,599,,0,,,,,,
PE-13(01),Fire Protection | Detection Systems — Automatic Activation and Notification,1,,,,1,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,6, 2.6 ,600,,2,,,,,,
PE-13(02),Fire Protection | Suppression Systems — Automatic Activation and Notification,1,,,,,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,5, 2.2 ,601,,2,,,,,,
PE-13(03),[WITHDRAWN]: Visitor Control,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,602,,3,,,,,,
PE-13(04),Fire Protection | Inspections,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,603,,3,,,,,,
PE-14,Environmental Controls,1,,,1,1,1,1,1,1,1,,,,,,1,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,13, 5.7 ,604,,0,,,,,,
PE-14(01),Environmental Controls | Automatic Controls,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,605,,3,,,,,,
PE-14(02),Environmental Controls | Monitoring with Alarms and Notifications,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,2, 0.9 ,606,,3,,,,,,
PE-15,Water Damage Protection,1,,,1,1,1,1,1,1,1,,,,,,1,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,13, 5.7 ,607,,0,,,,,,
PE-15(01),Water Damage Protection | Automation Support,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,608,,2,,,,,,
PE-16,Delivery and Removal,1,,,1,1,1,1,1,1,1,,,1,1,1,,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,15, 6.5 ,609,,0,,,,,,
PE-17,Alternate Work Site,1,,,,1,1,,1,1,,,,1,,1,1,,1,1,1,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,14, 6.1 ,610,,2,,,,,,
PE-18,Location of System Components,1,,,,,1,,,1,,,,1,1,,1,,1,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,10, 4.3 ,611,,2,,,,,,
PE-18(01),[WITHDRAWN]: Visitor Access Records | Physical Access Records,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,612,,3,,,,,,
PE-19,Information Leakage,1,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,6, 2.6 ,613,,3,,,,,,
PE-19(01),Information Leakage | National Emissions Policies and Procedures,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,614,,3,,,,,,
PE-20,Asset Monitoring and Tracking,1,,,,,,,,,,,,1,1,,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,8, 3.5 ,615,,3,,,,,,
PE-21,Electromagnetic Pulse Protection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,616,,3,,,,,,
PE-22,Component Marking,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,617,,3,,,,,,
PE-23,Facility Location,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,618,,3,,,,,,
PL-01,Policy and Procedures,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,18, 7.8 ,619,,0,,,,,,
PL-02,System Security and Privacy Plans,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,19, 8.3 ,620,,0,,,,,,
PL-02(01),[WITHDRAWN]: System Security and Privacy Plans | Concept of Operations,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,621,,3,,,,,,
PL-02(02),[WITHDRAWN]: System Security and Privacy Plans | Functional Architecture,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,622,,3,,,,,,
PL-02(03),[WITHDRAWN]: System Security and Privacy Plans | Plan and Coordinate with Other Organizational Entities,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,623,,3,,,,,,
PL-03,[WITHDRAWN]: System Security Plan Update,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,624,,3,,,,,,
PL-04,Rules of Behavior,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,17, 7.4 ,625,,0,,,,,,
PL-04(01),Rules of Behavior | Social Media and External Site/application Usage Restrictions,1,,1,1,1,1,1,1,1,1,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,12, 5.2 ,626,,0,,,,,,
PL-05,[WITHDRAWN]: Privacy Impact Assessment,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,627,,3,,,,,,
PL-06,[WITHDRAWN]: Security-related Activity Planning,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,628,,3,,,,,,
PL-07,Concept of Operations,1,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,6, 2.6 ,629,,3,,,,,,
PL-08,Security and Privacy Architectures,1,,1,,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,,,,,1,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,630,,0,,,,,,
PL-08(01),Security and Privacy Architectures | Defense in Depth,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,631,,3,,,,,,
PL-08(02),Security and Privacy Architectures | Supplier Diversity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,632,,3,,,,,,
PL-09,Central Management,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,633,,3,,,,,,
PL-10,Baseline Selection,1,,,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,9, 3.9 ,634,,0,,,,,,
PL-11,Baseline Tailoring,1,,,1,1,1,1,1,1,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,10, 4.3 ,635,,0,,,,,,
PM-01,Information Security Program Plan,1,,,,,,,,,,,1,1,1,1,1,,1,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,8, 3.5 ,636,,3,,,,,,
PM-02,Information Security Program Leadership Role,1,,,,,,,,,,,1,1,,,,,1,1,1,,,,,1,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,8, 3.5 ,637,,3,,,,,,
PM-03,Information Security and Privacy Resources,1,,1,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,6, 2.6 ,638,,3,,,,,,
PM-04,Plan of Action and Milestones Process,1,,1,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,6, 2.6 ,639,,3,,,,,,
PM-05,System Inventory,1,,,,,,,,,,,1,,,1,1,1,,1,,,,,,1,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,8, 3.5 ,640,,3,,,,,,
PM-05(01),System Inventory | Inventory of Personally Identifiable Information,1,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,5, 2.2 ,641,,3,,,,,,
PM-06,Measures of Performance,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,5, 2.2 ,642,,3,,,,,,
PM-07,Enterprise Architecture,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,5, 2.2 ,643,,3,,,,,,
PM-07(01),Enterprise Architecture | Offloading,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,644,,3,,,,,,
PM-08,Critical Infrastructure Plan,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,645,,3,,,,,,
PM-09,Risk Management Strategy,1,,1,,,,,,,,,1,,,1,1,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,7, 3.0 ,646,,3,,,,,,
PM-10,Authorization Process,1,,1,,,,,,,,,,,,1,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,8, 3.5 ,647,,3,,,,,,
PM-11,Mission and Business Process Definition,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,648,,3,,,,,,
PM-12,Insider Threat Program,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,649,,3,,,,,,
PM-13,Security and Privacy Workforce,1,,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,7, 3.0 ,650,,3,,,,,,
PM-14,"Testing, Training, and Monitoring",1,,1,,,,,,,,,1,,,1,1,,1,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,7, 3.0 ,651,,3,,,,,,
PM-15,Security and Privacy Groups and Associations,1,,,,,,,,,,,1,,,,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,7, 3.0 ,652,,3,,,,,,
PM-16,Threat Awareness Program,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,653,,3,,,,,,
PM-16(01),Threat Awareness Program | Automated Means for Sharing Threat Intelligence,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,654,,3,,,,,,
PM-17,Protecting Controlled Unclassified Information on External Systems,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,655,,3,,,,,,
PM-18,Privacy Program Plan,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,656,,3,,,,,,
PM-19,Privacy Program Leadership Role,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,657,,3,,,,,,
PM-20,Dissemination of Privacy Program Information,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,658,,3,,,,,,
PM-20(01),"Dissemination of Privacy Program Information | Privacy Policies on Websites, Applications, and Digital Services",1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,659,,3,,,,,,
PM-21,Accounting of Disclosures,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,660,,3,,,,,,
PM-22,Personally Identifiable Information Quality Management,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,661,,3,,,,,,
PM-23,Data Governance Body,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,662,,3,,,,,,
PM-24,Data Integrity Board,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,663,,3,,,,,,
PM-25,"Minimization of Personally Identifiable Information Used in Testing, Training, and Research",1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,664,,3,,,,,,
PM-26,Complaint Management,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,665,,3,,,,,,
PM-27,Privacy Reporting,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,666,,3,,,,,,
PM-28,Risk Framing,1,,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,5, 2.2 ,667,,3,,,,,,
PM-29,Risk Management Program Leadership Roles,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,668,,3,,,,,,
PM-30,Supply Chain Risk Management Strategy,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,669,,3,,,,,,
PM-30(01),Supply Chain Risk Management Strategy | Suppliers of Critical or Mission-essential Items,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,670,,3,,,,,,
PM-31,Continuous Monitoring Strategy,1,,1,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,6, 2.6 ,671,,3,,,,,,
PM-32,Purposing,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,672,,3,,,,,,
PS-01,Policy and Procedures,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,673,,0,,,,,,
PS-02,Position Risk Designation,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,,,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,14, 6.1 ,674,,0,,,,,,
PS-03,Personnel Screening,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,675,,0,,,,,,
PS-03(01),Personnel Screening | Classified Information,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,676,,3,,,,,,
PS-03(02),Personnel Screening | Formal Indoctrination,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,677,,3,,,,,,
PS-03(03),Personnel Screening | Information Requiring Special Protective Measures,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,678,,2,,,,,,
PS-03(04),Personnel Screening | Citizenship Requirements,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,679,,3,,,,,,
PS-04,Personnel Termination,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,680,,0,,,,,,
PS-04(01),Personnel Termination | Post-employment Requirements,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,681,,3,,,,,,
PS-04(02),Personnel Termination | Automated Actions,1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,682,,2,,,,,,
PS-05,Personnel Transfer,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,683,,0,,,,,,
PS-06,Access Agreements,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,18, 7.8 ,684,,0,,,,,,
PS-06(01),[WITHDRAWN]: Access Agreements | Information Requiring Special Protection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,685,,3,,,,,,
PS-06(02),Access Agreements | Classified Information Requiring Special Protection,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,686,,3,,,,,,
